address,images,text,type,date,compensation,link
"
        ,
Excellent working condition! Runs pretty great! All options, leather, heated seats, hot heat, chilling ac, auto mirror, auto rear sunshade. ,
No check engine!,
220k miles, highway mileage. Well maintained, clean inside and outside. This car runs very fast!,
$2950 or best offer.,
Clean title.,
Text sam on  ,
. ,
You can also call but busy most of the time and might not be able to pick your call.    ","https://images.craigslist.org/00H0H_8menC1jtjVN_600x450.jpg,https://images.craigslist.org/00404_cYRvIRlLzum_600x450.jpg,https://images.craigslist.org/01616_5HsaAwIUffU_600x450.jpg,https://images.craigslist.org/00Y0Y_kIgd9Hy2vf6_600x450.jpg,https://images.craigslist.org/00808_8ZqeDJGikHg_600x450.jpg,https://images.craigslist.org/01212_9Ez5TPLSb1X_600x450.jpg,https://images.craigslist.org/00A0A_h5NH4hAvekP_600x450.jpg,https://images.craigslist.org/00y0y_eFJCOmSoJcu_600x450.jpg,https://images.craigslist.org/00v0v_bnrIQuvZD7I_600x450.jpg",Quick Sale - 2006 Hyundai Azera Limited,6 cylinders,2018-12-17 11:17,6 cylinders,https://newyork.craigslist.org/brx/cto/d/quick-sale-2006-hyundai-azera/6755724172.html
"
        ,
.. MUST SELL .. JOIN OUR TRADE UP PROGRAM       ,
,
30-Day money back guarantee. Dated sales receipt required, no exceptions.,
We accept Credit Credits, Master, Visa, Discover.,
,
No emails, no texts please, call only.  ,
,
,
Address: 750 Stewart Ave, Garden City, NY 11530,
Hours: ,
Mon -- Fri: 11am to 7pm,
Sat: 11am to 5pm,
Sun: 12 noon to 5pm,
,
Phone:  ,
    ","https://images.craigslist.org/00J0J_4JLllLhLwvb_600x450.jpg,https://images.craigslist.org/00e0e_1u4wCWuy6Fa_600x450.jpg,https://images.craigslist.org/00Q0Q_7tszo9d3igZ_600x450.jpg,https://images.craigslist.org/00U0U_fZXzoiOBHNE_600x450.jpg,https://images.craigslist.org/00S0S_hJdEN1HmvEQ_600x450.jpg",JR  SKIS AND NEW JR BOOTS .. MUST SELL,,2018-12-17 11:17,,https://newyork.craigslist.org/lgi/spo/d/jr-skis-and-new-jr-boots-must/6755619226.html
"
        ,
Vintage Stainless Steel Desk, with rail,
Great Condition,
Will throw in the desk chair - not vintage,
Best offer    ",,Vintage SS Desk,"3ft x 2ft x 30""",2018-12-17 11:17,"3ft x 2ft x 30""",https://newyork.craigslist.org/mnh/atq/d/vintage-ss-desk/6767686238.html
"
        ,
Selling our new wooden armoire/dresser from Birch Lane. Got this as a wedding gift just 3 months ago but it doesn't really fit in our apartment.,
,
It was difficult to assemble, so you will save yourself the effort!,
https://www.birchlane.com/furniture/pdp/chappel-armoire-trnt4812.html?piid=27444986,
,
Cherry, 56.9'' H x 33.3'' W x 18.6'' D    ","https://images.craigslist.org/00K0K_8Zc5N0UXZeq_600x450.jpg,https://images.craigslist.org/00L0L_f6fwo6TLhjv_600x450.jpg,https://images.craigslist.org/00707_gQLdwYR2HNO_600x450.jpg,https://images.craigslist.org/00F0F_3xeKAH2xSwS_600x450.jpg",Armoire / dresser,Birchlane,2018-12-17 11:17,Birchlane,https://newyork.craigslist.org/brk/fuo/d/armoire-dresser/6765397038.html
"
        ,
Gently used Nespresso VertuoLine espresso and coffee machine. This machine is great it makes both coffee and espresso and uses the VertuoLine capsules.   Works perfectly.  Comes with 10 capsules of vanilla. ,
,
Cash ONLY, pick up at upper east side.    ","https://images.craigslist.org/00505_gVh2yKDYlW6_600x450.jpg,https://images.craigslist.org/00U0U_hmv9gJLw1zO_600x450.jpg",Nespresso Vetuoline,nespresso,2018-12-17 11:17,nespresso,https://newyork.craigslist.org/mnh/hsh/d/nespresso-vetuoline/6774658264.html
"
        ,
,
                              Two (2) beautiful solid brass door pulls,
                               Screws not included,
                               $100.00 or best offer,
                              If interested call and/or text  ,
 and leave a message,
                              I will return your call promptly    ","https://images.craigslist.org/01212_a6p8tplk8O4_600x450.jpg,https://images.craigslist.org/00505_h0h1BQ2NocL_600x450.jpg,https://images.craigslist.org/00O0O_cR5jYTJe63M_600x450.jpg",Brass door pulls (2),,2018-12-17 11:17,,https://newyork.craigslist.org/lgi/for/d/brass-door-pulls-2/6774656565.html
"
        ,
.. MUST SELL .. JOIN OUR TRADE UP PROGRAM       ,
,
30-Day money back guarantee. Dated sales receipt required, no exceptions.,
We accept Credit Credits, Master, Visa, Discover.,
,
No emails, no texts please, call only.  ,
,
,
Address: 750 Stewart Ave, Garden City, NY 11530,
Hours: ,
Mon -- Fri: 11am to 7pm,
Sat: 11am to 5pm,
Sun: 12 noon to 5pm,
,
Phone:  ,
    ","https://images.craigslist.org/00J0J_4JLllLhLwvb_600x450.jpg,https://images.craigslist.org/00e0e_1u4wCWuy6Fa_600x450.jpg,https://images.craigslist.org/00Q0Q_7tszo9d3igZ_600x450.jpg,https://images.craigslist.org/00U0U_fZXzoiOBHNE_600x450.jpg,https://images.craigslist.org/00S0S_hJdEN1HmvEQ_600x450.jpg",JR  SKIS AND NEW JR BOOTS .. MUST SELL,,2018-12-17 11:17,,https://newyork.craigslist.org/lgi/spo/d/jr-skis-and-new-jr-boots-must/6755505289.html
"
        ,
Hello - ,
,
I am looking to barter these board games. I have 82 games total. They range in date from the early 60's. Of course, I will not guarantee all the pieces are there; however, 95% of the games are in great conditions and most sealed with tape (many are even brand new). I needed to load my table up twice, so as it states below ""First Table"", ""Second Table"".,
,
Let me know what you have to trade, I'm pretty open to anything that;'s worth for $250/$350... ,
,
I took the time to compile a list - ,
,
FIRST TABLE SET: 47 Games,
Weapons & Warriors Castle Siege Game,
Advance To Boardwalk (4 Same Game),
Wheel of Fortune,
Old Vintage Spinner BINGO! Game,
New Sausage Roll,
Go To The Head Of The Class,
Go For Broke,
Chug-A-Lug,
Billionaire,
Monopoly (3 - Different years Ranging From),
Hot Wheels Game,
ET Extra Terrestrial (A Board Game Based on the Movie),
The Fall Guy,
Fast 111s (The Car Racing Board Game),
Princeton Game of Fairpoint,
India (original Parcheesi),
Careers (Parker Brother's Version of Fame, Fortune, and Happiness),
The Great Game of Sorry (Salem MA, Chicago IL, London),
The Babysitter's Club Game (2 Same Game),
The Treasure Chest of 66 Games,
Tilt,
Aggravation (1962),
Scrabble (Bayshore, NY),
Sweet Valley High Game (2 Same Game),
Mister Magoo Game,
Password (2 Different Games),
The Price Is Right ,
The Inventors,
Old Wooden Pinball Game,
Perry Mason,
Old Maid,
Master Mind,
Qubic,
The Joker Wild Game,
Vintage Baking Mix Set,
Vintage Ball Drop Game,
Mr. President (The Game of Campaign Politics) ,
The Trumpet Game ,
,
,
SECOND TABLE SET: 35 Games,
Clue (2 Same Game),
Yahtzee Deluxe Poker,
Sharp Shooters,
Tatco Table Tennis,
Duell,
Spello,
Po-Ke-No,
Concentration,
Parcheesi,
Barbie Dream Date Game (French),
Chutes and Ladders,
Showdown Yahtzee,
This Game is Bonkers!,
Family Feud,
Knock Out!,
Trivial Pursuit 20th Anniversary,
Pictionary First Edition (1985),
Music Trivia Game (1984),
Ripley's Believe It Or Not! (1984),
Planet Hollywood Game (French),
The Game of Golf By The Rules,
Tripoloy,
Word Yahtzee (1980),
Memory The Original (1980),
Brainy Blocks,
Gone Fishing,
Travel Scrabble,
Monolopy Express,
Solitare,
Dominos (4 Sets),
Rummy Cue,
,
Total - 82 Games    ","https://images.craigslist.org/00N0N_lg0JZwLjSEk_600x450.jpg,https://images.craigslist.org/01515_5UOdnEy2OJP_600x450.jpg",82 VINTAGE BOARD GAMES - MAKE AN OFFER FOR 1 OR ALL - WILL SHIP,,2018-12-17 11:17,,https://newyork.craigslist.org/lgi/tag/d/82-vintage-board-games-make/6774625108.html
"
        ,
Selling king size metal bed frame/headboard. Includes 2 box springs (but no mattress). We love this bed but are switching to one that doesn't require box spring.    ","https://images.craigslist.org/01010_dXPGsUwSjQ7_600x450.jpg,https://images.craigslist.org/00303_ls37iSIqCnu_600x450.jpg,https://images.craigslist.org/00909_lqwZ0ERVrtr_600x450.jpg",King size bed frame/headboard,"80"" L 79.75"" W x 48 H",2018-12-17 11:17,"80"" L 79.75"" W x 48 H",https://newyork.craigslist.org/brk/fuo/d/king-size-bed-frame-headboard/6763618657.html
"
        ,
One BRAND NEW, NEVER UNWRAPPED ,
,
JUTE RUGS by IKEA,
,
style is LOHALS,
Size is @ 3 x 5 foot,
,
Catalogue price is $29 each,
Plus TAX and shipping,
Or traveling to Ikealand ,
,
Save yourself money and grief,
Buy this great quality rug here,
,
Only $20    ","https://images.craigslist.org/00Z0Z_cTgMoCKJd21_600x450.jpg,https://images.craigslist.org/00p0p_ktzTkHLGVMz_600x450.jpg,https://images.craigslist.org/00Q0Q_cP3g3JPoJU5_600x450.jpg,https://images.craigslist.org/00Z0Z_cTgMoCKJd21_600x450.jpg",BRAND NEW JUTE RUG-by IKEA-style LOHALS,Ikea,2018-12-17 11:17,Ikea,https://newyork.craigslist.org/mnh/hsh/d/brand-new-jute-rug-by-ikea/6765569442.html
"
        ,
Replacement Glasses,
,
WEDGWOOD,
""KNIGHTSBRIDGE"" FULL-LEAD CRYSTAL,
,
GOBLET: $25,
WINE GLASS: $10 ,
FLUTE: $25,
,
WINE GLASS: HAS A DOILY FROSTED PRINT,
,
Inspired by the chic London neighborhood,
 Wedgwood Knightsbridge stemware features a delicately round shape with deep cuts around the bowl,
 The stem resembles a flower when viewed from above,
    ","https://images.craigslist.org/00W0W_iDxyPzsn79I_600x450.jpg,https://images.craigslist.org/01313_eC6pz8KFY6z_600x450.jpg,https://images.craigslist.org/00x0x_lHwJCOJhL4v_600x450.jpg,https://images.craigslist.org/00O0O_45i7Z8dw0pe_600x450.jpg,https://images.craigslist.org/00z0z_37KGkwowmFm_600x450.jpg",WEDGWOOD Replacement Platinum Crystal Goblet Wine Glass Flute,Wedgewood,2018-12-17 11:17,Wedgewood,https://newyork.craigslist.org/mnh/hsh/d/wedgwood-replacement-platinum/6774658400.html
"
        ,
I am selling this beautiful AUTHENTIC Moller Armchair. It is made in natural walnut and is very comfortable.,
,
I bought this a couple days ago for $1,098.00 at Design Within Reach,
,
You are getting a great deal if you know designer chairs.,
,
Serious offers only,
,
Let me know if interested ,
,
DWR    ","https://images.craigslist.org/00Y0Y_4ijU6HEj6cO_600x450.jpg,https://images.craigslist.org/00r0r_9OW8u18f8iW_600x450.jpg,https://images.craigslist.org/00909_fZbZPrFUik0_600x450.jpg,https://images.craigslist.org/00606_h5Al3qQWUPN_600x450.jpg,https://images.craigslist.org/00101_hK5nAo6YPae_600x450.jpg",Moller Model 57 Armchair with Natural Woven Seat,Design Within Reach,2018-12-17 11:17,Design Within Reach,https://newyork.craigslist.org/mnh/fuo/d/moller-model-57-armchair-with/6753661685.html
"
        ,
30-Day money back guarantee, dated sales receipt required, no exceptions.,
We accept Credit Credits, Master, Visa, Discover.,
,
No emails, no text messages, calls only:  ,
,
,
,
Address: 750C Stewart Ave, Garden City, NY 11530,
Hours: ,
Monday -- Friday 11am to 7pm,
Saturday 11am to 5pm,
Sunday 12 noon to 5pm,
,
Phone #  ,
    ",,SKI SALE THIS WKND  ///NEW  SKI HELMETS $20  TO $40,,2018-12-17 11:17,,https://newyork.craigslist.org/lgi/spo/d/ski-sale-this-wknd-new-ski/6755504950.html
"
        ,
This is a Christmas hat ""favor"" that was given out to President Reagan's White House press corps who were invited and attended. I was a guest of a member of that White House press. It did not come with fiber content or country of origin. ,
,
*The words and date are on the front and back of the hat.,
,
It is new. I have never worn it and have kept it safely in a drawer. ,
,
It's in perfect condition. And it will definitely stand out in a crowd!,
,
Very soft it fits any head size. ,
,
The hat along with tassel measures 11"",
,
$70  (Cash only, no tax),
,
I can be available to show the hat in my lobby most weekdays after 5:30pm with advanced notice.,
,
Thank you for looking!    ",,Christmas Hat from President Reagan's press party 1984,"11""",2018-12-17 11:17,"11""",https://newyork.craigslist.org/mnh/clo/d/christmas-hat-from-president/6771807710.html
"
        ,
Hello Knicks fans! ,
,
I am a full season ticket holder and have 4 great tickets to the New York Knicks. In the third image above you can find a list of all the games I still have available. ,
,
My seats are in the newly renovated section of the Garden located in Lower Level Section 209 (center court view) Row 12 Seats 18-21. Seat 21 is an aisle seat adjacent to Section 210 making them on the closer side to center court and giving a great view (first picture above is view from seats). ,
,
3 of my 4 seats have no seat located directly in front of them (as seen in the second picture above) giving you plenty of space to maneuver and also perfectly idle for tall people who always need extra space for their legs! This also is very convenient for anyone with a handicap or families with younger children as it gives the kids plenty of room to move around and get up as much as they please! ,
,
The exit to concessions is located just a few steps down giving you easy and quick access to everything you need during a game. The bar that you see in the picture in front of my seats is lower than the view of the court from the seats so it does not block any view and makes for a great coat rack! ,
,
You may purchase either 2 or 4 of my tickets. I prefer payment through PayPal or Chase QuickPay and can forward you the tickets directly from Knicks Ticket Exchange as I am a season subscriber. If you insist on hard tickets we can schedule a face-to-face exchange. ,
,
Please let me know if you are interested. ,
,
Thanks!    ","https://images.craigslist.org/00o0o_54dlPlMohS0_600x450.jpg,https://images.craigslist.org/00X0X_iYRwqmppUFr_600x450.jpg,https://images.craigslist.org/00505_7GY15qtkz5C_600x450.jpg",2-4 New York Knicks CENTER COURT AISLE Tickets | Most Games Available!,Madison Square Garden,2018-12-17 11:17,Madison Square Garden,https://newyork.craigslist.org/mnh/tix/d/2-4-new-york-knicks-center/6764398806.html
"
        ,
Hello,,
,
I offer full service hair care. I am offering Loc Extensions with *FREE HAIR*. Some of the other services I offer include:,
,
Wash - n - Set,
Extensions,
Microlinks,
Short Hair Cut Weaves,
Full Head Weaves,
Braid-less Weaves,
Partial Weaves,
Hand made closures and Lace Closure,
Senegalese Twists,
Locs,
Spring Twists,
Lace Wig Application,
Goddess Braids,
Crochet Braids,
Ghana Braids,
Flat Twists,
Individual Braids, all Sizes,
,
MAKE YOUR APPOINTMENT NOW,
,
5*1*6 - 2*8*0 - 0*6*0*6,
,
,
    ","https://images.craigslist.org/00n0n_5ZTDxqpOjCc_600x450.jpg,https://images.craigslist.org/00z0z_52I20xqBJZd_600x450.jpg,https://images.craigslist.org/00Z0Z_3h86RbjLTUD_600x450.jpg,https://images.craigslist.org/00c0c_7c2xqsJJHX1_600x450.jpg,https://images.craigslist.org/00P0P_4wJqXOVUrzh_600x450.jpg,https://images.craigslist.org/00q0q_7KpStKCj3Th_600x450.jpg",FREE HAIR --- FAUX LOCS (LOC EXTENSIONS) ---FREE HAIR,,2018-12-17 11:17,,https://newyork.craigslist.org/que/hab/d/free-hair-faux-locs-loc/6768363797.html
"
        ,
Works great and powerful!,
,
For more info please check out the YouTube link,
,
https://m.youtube.com/watch?v=6kHwHcS07b0    ",,Shiatsu Neck & Back Massager with Heat,Brookstone,2018-12-17 11:17,Brookstone,https://newyork.craigslist.org/mnh/hab/d/shiatsu-neck-back-massager/6753662243.html
"
        ,
Fantastic deal on BRAND NEW DRESS,
by chic. MOULINETTE SOUERS ,
French Silk- ,
Couture quality fabric,
The design is of beautiful ,
BIRDS of PARADISE,
Wear it on NewYear'sEve ,
For Best Luck in the NewYear ,
,
Size M-L,
There is elastic on the back of the dress,
Giving it sizing flexibility,
,
This is a BRAND NEW sample,
Never worn ,
In perfect condition,
,
Full retail price was over $170,
But, you never pay full retail, do you?,
,
Buy this perfect dress for only $25,
,
HAPPY NEW YORK !    ","https://images.craigslist.org/00f0f_jHw14MrBddt_600x450.jpg,https://images.craigslist.org/00y0y_aKtD0v3aPWY_600x450.jpg,https://images.craigslist.org/01212_iNWjgnvbrbG_600x450.jpg,https://images.craigslist.org/00W0W_9V3U7Z5Kd7b_600x450.jpg,https://images.craigslist.org/00U0U_lVxGBwuAxwg_600x450.jpg,https://images.craigslist.org/00w0w_6tj4wxjW53z_600x450.jpg,https://images.craigslist.org/00I0I_ahT1lATCDl_600x450.jpg,https://images.craigslist.org/00606_a2T9ZvHLtTY_600x450.jpg,https://images.craigslist.org/00k0k_h7Y5TDES6Yd_600x450.jpg,https://images.craigslist.org/00K0K_11DZNh2AHdY_600x450.jpg,https://images.craigslist.org/00m0m_lcOMWRofW1Z_600x450.jpg,https://images.craigslist.org/00L0L_3lL7T5DAaIK_600x450.jpg,https://images.craigslist.org/01111_5GXPFK4dXI_600x450.jpg,https://images.craigslist.org/00w0w_cG9YoCqmfiV_600x450.jpg,https://images.craigslist.org/00L0L_gkmT3VrFsPB_600x450.jpg,https://images.craigslist.org/00j0j_c6ktyYE3qCt_600x450.jpg,https://images.craigslist.org/00606_fnI160eLlfW_600x450.jpg,https://images.craigslist.org/00303_fHWslaomtYP_600x450.jpg,https://images.craigslist.org/00O0O_86nZO5EXHEH_600x450.jpg,https://images.craigslist.org/00101_3dD0KJGlWnr_600x450.jpg,https://images.craigslist.org/00a0a_8N4sdtI4vkG_600x450.jpg,https://images.craigslist.org/00y0y_5s1imau4ay3_600x450.jpg,https://images.craigslist.org/00c0c_j6eRVruU2yU_600x450.jpg,https://images.craigslist.org/00A0A_dCEjbRofdiS_600x450.jpg",HOLIDAY PARTY DRESS-brand new-MOULINETTE SOUERS-French Silk Party Dres,MOULINETTE SOUERS,2018-12-17 11:17,MOULINETTE SOUERS,https://newyork.craigslist.org/mnh/clo/d/holiday-party-dress-brand-new/6764837302.html
"
        ,
LIFEGUARD,
By Jared Ryder - SIGNED,
,
Photo mounted to plexiglass Frameless,
,
,
,
    ","https://images.craigslist.org/01313_c2t4gOz2VNz_600x450.jpg,https://images.craigslist.org/00V0V_exHhgxc3nqL_600x450.jpg,https://images.craigslist.org/00u0u_4oUQOJtXsHp_600x450.jpg,https://images.craigslist.org/00F0F_4KnzEUKYIp1_600x450.jpg",Photograph Wall Art LIFEGUARD Men Painting wall art Gay Jared Ryder,Jared Ryder,2018-12-17 11:17,Jared Ryder,https://newyork.craigslist.org/mnh/pho/d/photograph-wall-art-lifeguard/6774658730.html
"
        ,
Everything is offered at great giveaway prices. It is still usable some of them still new. You will love what I have to offer. ,
,
Call Today:  ,
,
,
Priced to SELL!!!,
    ","https://images.craigslist.org/00s0s_hITZ2ugwYVr_600x450.jpg,https://images.craigslist.org/00L0L_fXTw9ICh5wE_600x450.jpg,https://images.craigslist.org/00W0W_bWVfZZalVBM_600x450.jpg,https://images.craigslist.org/00F0F_jOFJToXYHJf_600x450.jpg,https://images.craigslist.org/00c0c_8P4FqjnCXqw_600x450.jpg",Barber shop great furniture,,2018-12-17 11:17,,https://newyork.craigslist.org/brk/fuo/d/barber-shop-great-furniture/6774652454.html
